abs fee rates diff (0.55),TX 1,higher fee rate,lower txn,from - TX 1,to - TX 1,block height,block hash,master node,TX 2,lower fee rate,higher txn,from - TX 2,to - TX 2
12364.99850157,9e71e3f49a742efa60528f625f667758be4b18f9257bbc2e47acaf9dadff865b,63829.78723405,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2391545,c360c89956e4be30138f66f2291472958916e575fbc9d6f8af07dbbdfb321726,ab806bc3ac930d8c20d2eda8e97f80f6d31655dad0da4278ce1873fe0e3ef9b6,51024ca3ed75cc21f4f854863ba67727ed3900dd65b3369ebea129558242363c,51464.78873248,1,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
1322.77610706,5ef756c6a6f5fb93ecde20ee0a79d03ab7c16daf2fb5de8f0720ff313505752e,935267.13780919,2,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,2382293,c6b1913cf7d10640ea387a33a050ba45766a671bdb4e760814a2f99cc0f78ae4,449c8449d287f077686ab79423a8645d1a80805c4bf241f6a3ad066f2ec6725f,2e6059827abf4ad0c5ebc85e58498248c3f27fe3a1fa22a208777dd4269448a6,933944.36170213,1,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2
611.21908127,08980912ae974d8c334effba8762d9e2af01a09ed143d87ab7c34b1b5e48196f,221486.21908128,4,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2382224,9aeb8dcb943bcf36c22d6ea8eaf67ee7463f88b6b43c433f5e8e5719aa9cfc8d,3e339234f62f6b1154b71cf82a522de56daa0dce167d38bf382e2e47fda65a28,cc2c71489974e02849aca525dae9cdf05d6e0076d54962a03ce380ee08db83e4,220875.00000001,2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2
618.35689045,9882cbbaa58972b5a2beeac492c347b367f44b9175ebfd81be0f1767b36259bc,221493.35689046,3,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2382224,9aeb8dcb943bcf36c22d6ea8eaf67ee7463f88b6b43c433f5e8e5719aa9cfc8d,3e339234f62f6b1154b71cf82a522de56daa0dce167d38bf382e2e47fda65a28,cc2c71489974e02849aca525dae9cdf05d6e0076d54962a03ce380ee08db83e4,220875.00000001,2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2
7862.67605634,b4c239a242ec2396cea1373b74c321eb7cb407af70224def67d9cef990e3c20f,59327.46478874,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2382201,55767e34731f274ed8b9303b25f81d2d33bd985bad1f8eb08fc02e05eb9b4454,3db19e44c02494a1acbdf06b55d0c176db724aca7bb2f9b5797daa343f10ffda,fb649486c4b7add12e2b8c76dbd3b59aa51013645f691c5bf2f665027ff58d71,51464.78873240,1,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
7862.67605634,6567dedfa373d5f48e56d9ad2aee2e53df3d2eb08bae9ecd22565adfe340851b,59327.46478874,5,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2382201,55767e34731f274ed8b9303b25f81d2d33bd985bad1f8eb08fc02e05eb9b4454,3db19e44c02494a1acbdf06b55d0c176db724aca7bb2f9b5797daa343f10ffda,fb649486c4b7add12e2b8c76dbd3b59aa51013645f691c5bf2f665027ff58d71,51464.78873240,1,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
19913.30314040,97f413f5ddd26ac57516dbb884183734c6b103cb36cf3ee498e6d645b53d1383,71378.09187280,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2382187,b64a3e79fb50f842591532fcecf796e6e3e3855151a32af324053737a66e994c,74e6065b29b4d97e491a3dcd81c1ed8ca6e0326d3697207dd1fe6f61d3801268,131a466582b8063b3eb277655728c3fc0219c39a382e177110924d1d18c6a3f5,51464.78873240,2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2
0.98638756,06691080d4f2e2e8ce5ea02c0cba9803fc67e6eb1dee4b2977ce9be733644929,7.38709678,3,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2380943,6cdcd7f6502b389c36405988967471b41952e056e8597bca063660a16a491702,e2369fb4bc70fc29f7c01792e2aa10bc9870f6b9a1367c00e0ce612680dd9bad,5aa107b765ba1c392e273080563fee5e90be02162d5d1f30d9295f2afdd59b8d,6.40070922,1,dH2Gqqy19ZF2qWDW9ySzfGxSGvtiXVBuAe,dH2Gqqy19ZF2qWDW9ySzfGxSGvtiXVBuAe
131554.31765058,89b677fe0e1db9a184122d027ee0cec9d770f7d56527194670da135b566353d9,183019.10638298,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2380119,500eba4efb9987ebfd39dcac7b78838643c84cab0a6930931f103741d44d1a64,00e7de45790cc65fe9044f5f8f9e8247b7039f958f8071c0208ec859d4bb25e7,711aafe6e556cab4463fa55e5f388170481638216700760499b56acea54b1a46,51464.78873240,1,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e
19920.44094958,78f846b2a62a4025ee889fbba96fe1a659ae687a0ee00386ff85e219832727b0,71385.22968198,6,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2376955,8c6f45c6211ef1cd4660f6dd8f71928329796c3465119d73db4154a5ae46d83b,39418fbabc12f42fc817e2330ce113a5c4fd72cdb97c721d74fac45f5fca2409,bfa403bef6bed2cfa87f82f878c9fbd6aaf4a884a46e85852ab86b0dab065583,51464.78873240,1,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2
19920.44094958,78f846b2a62a4025ee889fbba96fe1a659ae687a0ee00386ff85e219832727b0,71385.22968198,6,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2376955,8c6f45c6211ef1cd4660f6dd8f71928329796c3465119d73db4154a5ae46d83b,39418fbabc12f42fc817e2330ce113a5c4fd72cdb97c721d74fac45f5fca2409,c689ed50bd723794afb5b4a0ffef96ce46b92f5a511f6b01f368ca7b485f2b79,51464.78873240,4,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2
14.25531915,8671c01837fc49e502ff97481a3a83e2b151572635fa00215ca80033e5ca0b2d,156.80851064,11,df1qzh8lca93zv8n32unkpfewjh5myy67g9puh52wk,df1qzh8lca93zv8n32unkpfewjh5myy67g9puh52wk,2376896,8c25d269856f7547c7ccd39ae658a3b95c45e4eac0c3f762aa68f5592a441275,ff75cba88b6f3618bf049ca63432a4fa0f0f74820b650a2720b7a5a811cfffdd,f7b8ce4a2b8a60f2f58d3648de33f4e74a2e935df704f4d8acd2edc4026eb6db,142.55319149,8,df1ql77u3snakk4agwghkvy79zz080uw4qe0jt76vj,df1ql77u3snakk4agwghkvy79zz080uw4qe0jt76vj
1992.65807612,e8b3d4027c8df95005567dff42d2ddedaa4cb1c12c80d425ba8124f658232a11,53457.44680852,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2376497,6e5b363dd3226b82f97445070422b61876440ed8fae7ec0f1137126829767982,c7555e22aa46f2c86ac7a6b6bf6b2972da89868805e53789826e042d28c73324,cb2c573f5413c411c6011076ae1467e6f8357f810c57b73769e4ccdb508f0f43,51464.78873240,1,df1ql77u3snakk4agwghkvy79zz080uw4qe0jt76vj,df1ql77u3snakk4agwghkvy79zz080uw4qe0jt76vj
567.12616122,73c8b100022ff8de0a7a2e2b840091e83281a0505874b4967fbdb3c9d43687a2,52031.91489362,5,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2376407,b1f76239e36a3b0891ad0f98c9b754aad5f144d1e3123ea755ca993c8d09f360,639bf209fa6a0cb4c3ea1837cdf9cd6d2f2dea46abf6b7e1e8b851b160037a1d,68687520d965a3c6d562881fed751176c5c9df99a4de4eafe10045fe1ce69c8e,51464.78873240,2,df1ql77u3snakk4agwghkvy79zz080uw4qe0jt76vj,df1ql77u3snakk4agwghkvy79zz080uw4qe0jt76vj
7862.67605634,c7a71f35416f02f64275034778ac55c8315fa7dc5c173809102fb7b287205f25,59327.46478874,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2376330,a64ed0d74629c0b23e3a0e5e8587fce27ee3366b6d27e1566cd99814730d8566,3e07e6c1e9b5c1dd671416c3725f860dba652ae9a3e10b9d96c88a01e95639f4,490ce72ee8c95a6b8e5d61d90b6f5ca876fd09375b461bc5d95ec9c50288344a,51464.78873240,1,df1qu257nrqvr4wg5u9mjpv0m2xpnkgqkd4egc68qd,df1qu257nrqvr4wg5u9mjpv0m2xpnkgqkd4egc68qd
12364.99850165,c06476580b1f04a7397cdbbd0a100f87b9e8d66a889207425e7eb9e23dd1c7e2,63829.78723405,7,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2375978,ae5aedf84672d15a9a38338fbfffa7787834feb6553669b1d2ec2841d2329290,93ca8b9b4f135bfd9d30d453cc9ad30e457bc858acd710e8bcb017db9a11cd71,51934e2e37ac6a022f04df578b158519f31991e775154523737ed5fa9573f60c,51464.78873240,4,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
12691.26800520,949dc0d6ebc52792908c23caf4207b50640f88139b053d6911ef6fe9de1429a4,64156.05673760,6,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2375978,ae5aedf84672d15a9a38338fbfffa7787834feb6553669b1d2ec2841d2329290,93ca8b9b4f135bfd9d30d453cc9ad30e457bc858acd710e8bcb017db9a11cd71,51934e2e37ac6a022f04df578b158519f31991e775154523737ed5fa9573f60c,51464.78873240,4,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
12364.99850165,c06476580b1f04a7397cdbbd0a100f87b9e8d66a889207425e7eb9e23dd1c7e2,63829.78723405,7,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2375978,ae5aedf84672d15a9a38338fbfffa7787834feb6553669b1d2ec2841d2329290,93ca8b9b4f135bfd9d30d453cc9ad30e457bc858acd710e8bcb017db9a11cd71,8130c07fd054514978d05dc28f051dd870963f1e6b11894c19ec1ff92c507cdf,51464.78873240,2,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
12691.26800520,949dc0d6ebc52792908c23caf4207b50640f88139b053d6911ef6fe9de1429a4,64156.05673760,6,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2375978,ae5aedf84672d15a9a38338fbfffa7787834feb6553669b1d2ec2841d2329290,93ca8b9b4f135bfd9d30d453cc9ad30e457bc858acd710e8bcb017db9a11cd71,8130c07fd054514978d05dc28f051dd870963f1e6b11894c19ec1ff92c507cdf,51464.78873240,2,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
12691.26800518,77040b7a117641bb4efdf8023f6d7ff061a88a3564c28e1ce721e9b80eccfaa7,64156.05673758,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2375863,535429937281bd4c0e0acc4a6312e5b3e8347128afd74be275e823c10cd11efd,96863b72dfba262824bc747c82462d51dc8794384dbf2731c66ee2c160f0ff8d,a2caf84136813e74fc5b241feae04ed7cc2c56aa9f57f63da067dea06c0e4af2,51464.78873240,1,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
305929.57746479,bc8850b8b465fe2fd1cf56e6f47c5049ad8caf523c04e9377928a5b5c6de9973,357394.36619719,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2374382,133d815e06dcaaea3efb124c636890094db4cae106d651b9bb291929d728a6cf,6ea9375e99a4725a6f7760a574d9afec7f9b8272f3da00d7b460b082af278538,5128c85c35fb16aeb36ed93d6f17e2faabdfd375f3654d930cf6cc86cd2e80f0,51464.78873240,2,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h
12691.27155128,cafc5ab6ab43f7814e8606feff495765f859d417549fa67f1f62efdab27b7f76,64156.06028368,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2371054,9d143956324e18bd7f079bcd64e58dc0779b31449103fc571da7b197526cb7b7,fe18af1c91971fa7fe198f9558c9257ed07527444c332ee76011d48011e60d02,bdf343c20342c6f8634f1db0014b1dc94a3f71a1adfdfa5515b51019b739a50b,51464.78873240,1,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
12364.99850165,b41f8cafa4f383938290fa74aaa61d5475b75a68f9f19649f313a21593696603,63829.78723405,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2370788,23a14acd2f1ca522ae97bfb078d1d4ae0c67741b5c106fde0ecf153a314796b7,e058557f333297004698545f32fdb2563d91cf869e211ddc039cfb17e316c273,0e1378295528659ab31b911f0c5483707d9400c3f4619e80efa68b54aa4e196d,51464.78873240,1,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
1419.64664311,1a33be8c66b0db32b5d4e94fd7d66e10715a7270f8fb98cea452872d8971a321,1433.98586573,11,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2370752,64908836f8d612883d98a90be66a244ec879c9ad94cd38387cb32648001f9e2f,e04938a2fa144f11c1678d427a18dd3645f90c82d1a9baa45920ff1f8a2cf573,21419b6c653fc7e92995823b7079491ca0518385100d6a59639b73bcde04e375,14.33922262,5,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
5.08505626,c4f086aae1e6ef0f86388348a6303021b4d5df3a82a3c45d792e6805ba14c571,1439.07092199,7,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2370734,540921280c09257c076a106c7c567bdeb79f4b9261d3781bca995709b1542b72,ebb726a7b794ee5d44905f25c3d690109c664207188dcca0491c2fd35394af70,eb6b97a1685088286cfea6ef6a43942b7339d4697c223d221c4cfecaab432ad3,1433.98586573,1,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
9.34982333,9265e93c128b482afb679da616191f3a1bc06f1f3bc37ec29f271f1055c78fc1,17.77031803,6,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2368398,e023f5ef6dbada72063884ce5b8f984c74cd2203ede596e82f5736d6939d8a7d,5a382500ec2029c40b8e784747254676a9f9b4b4ea0b2b7a9fdf327aff8ecedc,f9304f91ba7d0010fc7b7a8f3985a8c2e77ae3dc443f1f894ff8c09890e93cb8,8.42049470,2,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
12364.99850165,0e5cd639fa0a2748eca1fe71693dfff86184d7b7af8a5b22cf9ad0b43ef99851,63829.78723405,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2367346,ef03c9d673c461726e978b29f3a3af19e95d953909cf78bd4cd056dfbe5e0613,48a98694126dafa26d3c1413b4cccb7a64fca91a1e7d07960b835a55e6633fb1,7e9eff53055f69a90e520fbfb8bd342ef11a5d25a83f40ac0c1563c0f1842e9c,51464.78873240,2,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
12364.99850157,80fd1a4663ac0782f171c8666e79ec29730b438b6c89b2dd713d256079820ec4,63829.78723405,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2367315,feae34d79a15ecc99ec5c1f93427f2375151b3dec5916126706d6076375780f6,df4a33191b84d20fad30a4e8ffaba50a3c6fabf725facfd71091f5087559e406,cdb42f19d3ecff386d056910e27ae4b3789c1344b84e098d8c99b50a40ce5c14,51464.78873248,1,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
1220.56537103,3e5e1c247c24c9582d20c00db622fd816dd0c99e053a1ce070fa520e7d7822d7,1356.18374559,9,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2365900,05207ebf54b7d2e980088bdddd44dbee9c276c195a33232cbd2b11cea69e2718,bb784c1f4028d078234fe709f4a73dbbc9bc733745ccebf41f0bbcb9c3490ef2,5415bdd179040949992712d2b70dbc3e887500338d47c46f7b4544971cdd4c45,135.61837456,1,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
1220.56537103,3e5e1c247c24c9582d20c00db622fd816dd0c99e053a1ce070fa520e7d7822d7,1356.18374559,9,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2365900,05207ebf54b7d2e980088bdddd44dbee9c276c195a33232cbd2b11cea69e2718,bb784c1f4028d078234fe709f4a73dbbc9bc733745ccebf41f0bbcb9c3490ef2,a64d26ac9f710adb762cc2d0523f41af2a295ea3945e699e06650c5ddf311837,135.61837456,4,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
12691.27155128,e247506f2d553dea1d4f4d52e347985070b35478ccc38c13ae6651316609a129,64156.06028368,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2365422,bfc5e30aee8c2e9d091dcb33ae5c10144abd007f82a1b31b44331d5d225ec95e,8e9d93e246824f68882478f0cd9f157f7abfbd68ac4a017616278380abf1b7cb,82314bb92cb68bb188ef9a000865201338338498508f2e752c30ff25f3ec7209,51464.78873240,2,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
12691.26800512,91d27de8bd7c7e47f41bc2b433e1925f98aab87747eada3dab4e3325deebb28c,64156.05673760,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2365406,d76817e27ed38d9a3b437add77806d98b6641f1ce8e50ed3df7e19d09d12a2f1,58a9746fc1515a104d4ec2b3eb28b5d0b76774ab3bc3904d1031cd7df022cd46,fb6d0e5b3874a15621943cfa3fad3ae79c09defb32e1701a3053ad757e7335fc,51464.78873248,2,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
4.87365294,32abd842de56820cfb04a46fe8750fb8c17e34a8816e7185459a09949d33da81,148.13961039,12,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,2365112,25016c4d1392fbb842fde22cfc4c28712a2b583cadf7591f62d33179c26285c2,80cebada572d5e264f8f8d8aca917417d9038d43bc3bd93f14989461fb329604,27e552e5f40306095f4e9c8f81c8ba73be2d070e845d90ce98ca5472a1e4511c,143.26595745,11,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ
12364.99850157,e2c325539c31338b30d4741378a6fb6cc7f1273257efed827e0e8d0966625251,63829.78723405,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2364613,30c8b6b8ae97faa4f099d261e4a364bd582e1639b34f1fa0212a1f0d5b394bef,abf946c6da9b6182f53a0205244125111baf815c3948429a61adddc3352cc4ce,7c7ed2cf79684222602c055dbd2e66b90a685d68c9e87cd7375acefb456127df,51464.78873248,1,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
13012.01268597,45710fa842cf9d94c97c75f34d7f430f1600a81677eab37a459a312a7a2d930d,64476.80141845,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2362315,05bde85c900baa59350ec318dc026eb9980d1016661c7af7617cc7c1533e7211,c55464c6f6ee2a0b2cea8cffca28296ae3b41c5198cf907070d97fbedb0a43d7,fc280440cca069a2ff373b6c8b9d25a0d616d469b5e7780d70fa6131ae12d1e3,51464.78873248,1,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
4.08600539,b61022406248dee025a5c3b79e7cec5b26429e6c1abbe815b982f7a878adf6ad,1443.87323944,2,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2360137,40f71db59cd70c3230981c5562a1d2b0c775d49b22422f4899bd662ccb7adaf0,42978b64c3b1070225c86c54b3ea03d14132e323d2c9f52fbcd6f974b9ed7868,81e0f972450a739bed9e122277f6eb6faab583206a6095cb15fd1003bf6f808f,1439.78723405,1,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h
12364.99850165,6bd23bf6135d7effbda4607095a506ca86d9c22ef0a64cb9d2ca570dd3d5362e,63829.78723405,5,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2359981,0af61d4f3de09576d41dc23a2182a4b60438a9a6ee95d2fcdbff215513f4a800,85b2b4ac3662456464a92e5e909500b6b6b68daf3f21e81d3a7b4ad29f511b2a,e527a4f5414e865c947471e1fd33d580456bb8641d42b2b72add02895494a050,51464.78873240,3,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
20841.21833474,ae8f3f43f0e6ca728af55b6238bcf26b64775a11bbbdc731d38b4fc02f9b5b32,72306.00706714,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2359945,564960a693ea2259d100e200d97cb6547df23a9ad0e1c859e735e183d7a4023c,4e585f82e8c3a621d9cb8d646360c94e5a63d48df11db89b1bd625fb2161c305,e0954636df8a289fb6fbc0743fdb77e7ed4bae119840a4bd530a40dc1049d30f,51464.78873240,2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2
1428.86267605,b5534b8a314300b8402644458aed408c63f99b655861c2772641aa17234f51ff,1429.57746479,9,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2359812,881a0a03216926502d99cf8c35b773867c767500cee9d91dee569665c071e668,58783722f7e8da7d90df667c9598c0d7ec7dfa3c86c0176c66a165d8cde2e1e3,980a6e5f82533af6060e151ea76985a2f52815f8af0d547867820b0852390356,0.71478874,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy
14703.17213706,1ca6d46590d5f2633856b079fa586ea005b79996114f6f1193efb97d0a08685f,14703.88692580,8,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2359812,881a0a03216926502d99cf8c35b773867c767500cee9d91dee569665c071e668,58783722f7e8da7d90df667c9598c0d7ec7dfa3c86c0176c66a165d8cde2e1e3,980a6e5f82533af6060e151ea76985a2f52815f8af0d547867820b0852390356,0.71478874,4,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2
