abs fee rates diff (0.55),TX 1,higher fee rate,lower txn,from - TX 1,to - TX 1,block height,block hash,master node,TX 2,lower fee rate,higher txn,from - TX 2,to - TX 2
45408.01841046,b3aa6ec6adca7dac037dcc3a2ce9e1b49223d38eeb2b1d64513d2215f6a4c023,96872.80714286,5,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2301917,9e98ba6fb762bf010f0b8d882bf5b718c618441a1332fbd07c12f81fa9faf959,7c755a104109e36f242f0a065f289af9d6a94cebd7366c232c11b7c1dcb630ac,2bca08d2896f2dd65b6d1de32368ec7d9de408dc25a0bffb1a5d929230872e05,51464.78873240,2,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu
12364.99850165,36c43ab376212b2ffe65d94bffd19a0fefbf1171fafb2fe5b9e1d91138df31de,63829.78723405,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,2301907,f80ba5e9dfc212411e0aa9c516f1f05ff4b17fbed6b56a796664c8c6442055fe,9b9bfca150a056bce93b9058549d9398ecbf4a29d4a8a180999c685d427638b8,2b13d573f3ad0df0b63addb6041df9fcd0d1ff547a6af18e17516d4dc4d1c3e2,51464.78873240,2,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw
70983.14475684,454bc66afbb69a9754c3cd30766da722cc2c56f888b9d90b77ed9ea951c570d7,641195.91071429,4,df1qzh8lca93zv8n32unkpfewjh5myy67g9puh52wk,df1qzh8lca93zv8n32unkpfewjh5myy67g9puh52wk,2299008,43205f94429cc14c428417f49f1644be2f1a38705d7969de6ef973465cb1f14a,0c889c2b08623a19cd8d7c47f1fb92ed8a168e90ea2a74437c73507066e0c1f2,87ccb284421ca95a1e2daa3e13af6024812e6a81e6c6a5028464038999d9ac1f,570212.76595745,1,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu
111560.30784708,639f5685509f397b4de1a56a9e7660da72f7901e0e17230636b928acbc5bb6bb,163243.45070423,3,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,2298699,e79320f9e84b852ed8d244abefd53e5d347deb61542ff033893591724ecde702,b9fef02dbaf1f26c9440faacc80aa871e2b52d7b38cf8a06e83265ccb23e354f,5eccac136e23c14de0558a629b9c48019f529df04d242aedbb04eb446d4d8359,51683.14285715,1,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy
135578.54734788,6078b76e1179dcb0d6d3750cf2593faa142596b61530f9d1a4f433b56b975245,192599.82394363,4,df1qzh8lca93zv8n32unkpfewjh5myy67g9puh52wk,df1qzh8lca93zv8n32unkpfewjh5myy67g9puh52wk,2296220,640a036996137a26d9d7ea814a280fe810dfc12e20d57299096959f3a721ddec,98166d1653fab163614976b8dca0c37120f9630e672fefdab77f9bc169faecc9,7387aaf3930971d27821a7cfe3e71d3ca2ee4158a49b00240de32745553b4f86,57021.27659575,2,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy
41410.43843059,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,a27f3ae23e3dc4d31afd21f19a87e2acb5105a75ed46e638e0d5a252c8363bf9,45031.69014084,8,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu
14295.77464788,7904cfe4c76ea65c934e428e79fb21533158078738dd10dd88075eb253ff8e15,59327.46478873,7,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,e8090011545caa7357101ca635e8e7b46eb69b358b79f5588c5aa605f9a7c684,45031.69014085,6,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
14295.77464789,d19bba9704aedfb9d299b0ba9428b0d4c524032f632e91c07a7ba6ed864185f5,59327.46478874,9,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,e8090011545caa7357101ca635e8e7b46eb69b358b79f5588c5aa605f9a7c684,45031.69014085,6,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
14295.77464790,d19bba9704aedfb9d299b0ba9428b0d4c524032f632e91c07a7ba6ed864185f5,59327.46478874,9,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,a27f3ae23e3dc4d31afd21f19a87e2acb5105a75ed46e638e0d5a252c8363bf9,45031.69014084,8,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
41410.43843058,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,e8090011545caa7357101ca635e8e7b46eb69b358b79f5588c5aa605f9a7c684,45031.69014085,6,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu
27114.66378270,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,7904cfe4c76ea65c934e428e79fb21533158078738dd10dd88075eb253ff8e15,59327.46478873,7,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu
27114.66378269,9f1caa2a84c3c62324d10321199ad3eef950b2253b73b3c5f8c06994addda806,86442.12857143,11,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,2296007,f9f2a6e38310d750d89f50c55a5062068d82e7469868827cc426eb594fec7843,33dfc2e79c51211ebc8493a719aa8c2a521813ccae71f32bbf61d00f684344e2,d19bba9704aedfb9d299b0ba9428b0d4c524032f632e91c07a7ba6ed864185f5,59327.46478874,9,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu
232243.94640333,180954f263179d968236b14bfebafa71cbe3c75909b15fb927e841408c8db47f,1302914.61071429,5,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,df1q3sn4e5mz2du9y9tvuq9s5dt70mzrdm4a62ttc2,2295828,bdac45b2cd0f75a4b465291e6443ba8ece15523f81570529b2c79f49950bcd4f,4860a9ada9081638581c36bdf88bf92b39295d40387f421d37f312ef5826ddac,c1df365851f0a6101aacd636432a2f5a3ece7a40eb32bd87afedae8c60ce3097,1070670.66431096,3,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu
7.05707932,5808e1459fc13dc9aa77513f0a344a11bb4770788385f0df5336c11c6c67b1c7,2011.26760564,9,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2295723,b00ab0d512795c9772bda00f5bd37b1cc610b1b86da9d269e7c7df2eed58b83b,5413abec7c0575792ee45bd8afd2c6e25e7b80aac08140d53eeccb6d6695028b,549c178004fdb61e0ebfb2dd857792d6f628a01da4ca40344f8bd28b9e5ab0b1,2004.21052632,3,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
7.05707932,5808e1459fc13dc9aa77513f0a344a11bb4770788385f0df5336c11c6c67b1c7,2011.26760564,9,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2295723,b00ab0d512795c9772bda00f5bd37b1cc610b1b86da9d269e7c7df2eed58b83b,5413abec7c0575792ee45bd8afd2c6e25e7b80aac08140d53eeccb6d6695028b,41e9777ece7e244a599b359d8d112f07f59286045317229babc0a0a98bc4e3cf,2004.21052632,1,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
7.05707932,5808e1459fc13dc9aa77513f0a344a11bb4770788385f0df5336c11c6c67b1c7,2011.26760564,9,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2295723,b00ab0d512795c9772bda00f5bd37b1cc610b1b86da9d269e7c7df2eed58b83b,5413abec7c0575792ee45bd8afd2c6e25e7b80aac08140d53eeccb6d6695028b,4998b9d0d47c2de0b96763511465cb4742d008d7bbd58475bc93c9a1d5ad408b,2004.21052632,5,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
4.04554989,8850dd9a8b9df9fe0f4c1e18c46d51a928eea45cd8e03b08c6b62b1905f4698e,1429.57746479,2,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2295293,e58eefed0cd576fd47dc112ef58b2ceff5984ecb7d2b4174e615ba994ab36485,23492130e5d01a28d374f3856c2c9fd75ad6f1c4295b5202ba5eeea22236384c,d492cb538f9e696fd7cf33208a7ee1a0d8b315ad4a8cc7ad4c4422f759053c54,1425.53191490,1,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h
24.04581109,21dd9b43e61e64c43bea67e01fa007a754de62c5f26a811e3cc11e0bb0407ff5,6804.96453901,6,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2293564,9894d6fa88d414a94fb85fb4372bf689d2420ff77ecc436a22187d94f19f5060,c29e8b27b18ea52db9a9b6ad5ba617628866913f7c8c2292745a6d91dcfe9344,05199763b23d85ab41707dbd0d255cac08f986ea3d9dea39417fa9cee5c2b9e6,6780.91872792,4,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
33043.01990881,87fa41363acad6cc4a9e6931846c85df9b36983a131791b4faa972c1ea00121b,96872.80714286,4,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,df1q9zn73ca4mt39qe76mkxa4vf4caqsxuhk8d9wgw,2293474,b42f17cbe0946fed1cd37d614e83b3cb42202e38876176a79739fcd2ac3253c6,1b0d517cd0887e932ec47d70231ba42a668385e1436297624b0cf55d02a19a07,16cc76737104596c342e99500e133f01031e8010fe443c458a5ac0cc2e86b076,63829.78723405,2,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu
111366.59426558,a4521033b467d64bc5f20c876a0107ffbc2f5a84b8bdc096ec44aa7de5d8d022,208239.40140844,6,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,2293421,430bd78f314ea1c0e888147e33622ebecfc936cf2447e4f798968693da6b7abd,369bb4478a19bff6b7fc1e52354139666f63b696429417724748d4af73348aa7,d1121e7f84267bf148f7d84a470eb5731b1bc3ac5b9d86043f29df16488c3bad,96872.80714286,4,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy
4.04554990,023d7410c6cc6ed31069e0f78aed95a83f28b8988edd0a647e2d509120e796bf,1429.57746480,4,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2293392,d84b0a7feb21daa354e1032763c4cb2b970fda535389be316e83a061631b00a0,ebb0410b66f060812eed462426edbb8b08b59522498c5bc353748bbb69353695,e58470f00c27436d3fb54b25cb06365e22c7e076aaf1349393b7a6a10b71da09,1425.53191490,1,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy
4.04554981,981c1d90eaea23ddcdc01a2fff29bef200e7c3848cb8068c21dfe29daf78abb0,1429.57746471,3,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2293392,d84b0a7feb21daa354e1032763c4cb2b970fda535389be316e83a061631b00a0,ebb0410b66f060812eed462426edbb8b08b59522498c5bc353748bbb69353695,e58470f00c27436d3fb54b25cb06365e22c7e076aaf1349393b7a6a10b71da09,1425.53191490,1,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy
4.04554989,3a8255941d72763328a5198f63f764ec57406767b5b37c8c3ad6d0c17e2f574f,1429.57746479,2,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2293392,d84b0a7feb21daa354e1032763c4cb2b970fda535389be316e83a061631b00a0,ebb0410b66f060812eed462426edbb8b08b59522498c5bc353748bbb69353695,e58470f00c27436d3fb54b25cb06365e22c7e076aaf1349393b7a6a10b71da09,1425.53191490,1,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h
6780.20393918,1ad09241c2278d155594891c9720178566cc34fe29d9f1c92adac48371462910,6780.91872792,5,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,2293304,69ad5a136112e6e9b77900a04371fb9ba41274c09a804d4b9f1e2a9b10f7150c,b4a38c119c137a3c14b34c471bf2480a56bd616ad2ad8634f3acde0124b30dc8,903c327b99dcb5ceb28a49d784a1f280971187440e5081a8c74458542a812200,0.71478874,3,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv,df1qs7uza0nxz9pq9tuwrh7dmslfkqs63aey7yeghv
4.08600539,a12dcc6390bb9ad0b4b7c1f6e5da7018ad93c89f42c0d579aca4e4ba21863b3b,1443.87323944,8,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2293200,2e2d04f9cd5a151e09cd406ff67e74864819b4e73ab1ca5363ce30304645b163,7cc561349fac92f38863442b21d388d03a984200c728304bbd4108b8345c3220,a3e90210f54d8889d25755f511624385a971d79342cbe5d2deb71a26df985307,1439.78723405,7,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h
132434.78370268,324fe899049e8c5bad8eff567aa19e076ffad0bd142d5df5e0ab2cbb70be0aa6,229590.14084554,5,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,2292264,2b6bb117872991f67d1d48df82c73e93ddb38e8201ee63a238657e1ba7f4ada2,5bd1f170e07751a6807bccdbc61d1a8e585dc4a72800433a765b401cb36a0d10,7df76a66df8baff91c585b9ba037d2b4f335b7764c4ebf67c5ca6684060aaf17,97155.35714286,3,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy,df1qamj6pp30h9y3syqcz8nwnekzg8dswul3tw5kjy
6.28894498,5e5760884c72cdb90728e886e3b616e9f46fefcdf16e2c504f73820134af5593,157.03180213,11,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,2292264,2b6bb117872991f67d1d48df82c73e93ddb38e8201ee63a238657e1ba7f4ada2,5bd1f170e07751a6807bccdbc61d1a8e585dc4a72800433a765b401cb36a0d10,f48901235c0a01fbe707ada29eebf889b54f12883c5ec82ab68a9e7fd8db9571,150.74285715,8,df1qlfjfqk9esu95jzedk5auuh6jvshkxmpk99flxa,df1qlfjfqk9esu95jzedk5auuh6jvshkxmpk99flxa
13.42675416,ed70a0408fc63c586f9bcea412d47ae6b001eff5ebec396767d7a8e2554cdd19,164.16961131,10,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,df1qzcsshsd3zmuzplj3rqy4s25sw02tg4h7nyh4fu,2292264,2b6bb117872991f67d1d48df82c73e93ddb38e8201ee63a238657e1ba7f4ada2,5bd1f170e07751a6807bccdbc61d1a8e585dc4a72800433a765b401cb36a0d10,f48901235c0a01fbe707ada29eebf889b54f12883c5ec82ab68a9e7fd8db9571,150.74285715,8,df1qlfjfqk9esu95jzedk5auuh6jvshkxmpk99flxa,df1qlfjfqk9esu95jzedk5auuh6jvshkxmpk99flxa
48.53398729,2ab3ddfa78cf6e2a7c4fcd60ed1da952a419cd8f31f373b10b244414bab38df9,1475.24675325,2,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,2290920,31795ec0ff98a8f87b83d4ceb7cfd74af80dcb535429f5b483ade54a18ac575e,ac74e61df0610e4895b89f4237513e7a570928c5dba51dbecf50b3aa204e65f9,1582910aeb2ee3548ca9248445be2a81e4d4202ea65439a1ab6395f271684c62,1426.71276596,1,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ
48.53398729,57d7f8f75744619b9a894f82b2f7515a70859539cb5a8319f01e1061e844cde1,1475.24675325,2,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,2290918,bfadf2a9e73be49bb20d1e98994b156bc66bdb210d95c8364584d70ce9f02734,4831ea4c3b3f516cf3c3f010bc260f6fee890a6d536909a2cc1ddcba06302e19,a2037d70ee0f25adfdf6264e9c7cfa3f9c2936f1754256e253efb88b024aaa0c,1426.71276596,1,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ
48.49405913,69dd291e2d6147df66e87636f5eb59788f9afdd92f231cd64caadf54ab9b27e4,1474.02597403,2,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,2290838,a7eaaee519677621b19e0a84ee811f110b9f3a56d7968f9f30cf2010922fd055,99c11d551609ef389e4d0be287cee3f27ddfe899a5763bf844632b8f2221456b,05e39ae3c10e42d5113263a3af6597912fcf520970df4c977a22edd9353845a1,1425.53191490,1,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ
2.42470296,ee95bc01318c1e0491c9fd2a62aecfbfb36d181f6f78f9a0d19689dfa0f06dff,73.70129871,2,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,df1q5eq4v8m4n0ld8h70zk444n62ra4gjgm403ps4s,2290806,bb4d72f1554be3bce5fb84be210a4edda9cae579723fcd5e75bd3b5c2636583c,507ab3996836eb3d6cf201367f5005ad1798b92272a3015a19ad7fa15fdda743,b8058bb395cabfd21e49793f17aa5de36cfc863c3c223da6d2505f36d210d001,71.27659575,1,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ,dTGeTGkayryJFi1tc6ERNnsL7eo4G5CbaZ
4.04554989,ce0a8a02b12548df6f47e0f36f556d2aab17ffd583b6711a2207ef93412062c8,1429.57746479,10,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2290119,eae019b9bb9c5773676e8d69691369289edd00573dc6c55aefec87d5aa194461,191894f5af8977f4514a61cab5969e90761b98a06a5368b19a0dee119a0ad772,dfabaa2246d0bd7aac1e2577968b7037ae855c53b93e2eb4c18cdc67ec525ac8,1425.53191490,8,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
4.04554989,4a3cfad42d456354e49c5711d910bb6612151c4997b643a450b4aec2a62e69c8,1429.57746479,9,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2290119,eae019b9bb9c5773676e8d69691369289edd00573dc6c55aefec87d5aa194461,191894f5af8977f4514a61cab5969e90761b98a06a5368b19a0dee119a0ad772,dfabaa2246d0bd7aac1e2577968b7037ae855c53b93e2eb4c18cdc67ec525ac8,1425.53191490,8,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
4.04554989,7f4f03b72dd8f694e9fe64ba59b0e10f443366d4ee7eb0c600947b173ce873a4,1429.57746479,6,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2290118,d06b6510f074c50efdbe145160775206d283666096f1bee95e22552efb19cdb7,68512e39b554e475ef9edbe59ad3ff9334cc51b446c80f2d6cca553d4b183211,20cca3462f1ab472f21e1e3a9a3a3a51557430e7cf558d4e2ce3b1820e0f0a5c,1425.53191490,3,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
4.04554989,6a6f860ca773745a269bcbc4100a0213364e35398ef07c8929601743af7275a4,1429.57746479,7,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2290118,d06b6510f074c50efdbe145160775206d283666096f1bee95e22552efb19cdb7,68512e39b554e475ef9edbe59ad3ff9334cc51b446c80f2d6cca553d4b183211,20cca3462f1ab472f21e1e3a9a3a3a51557430e7cf558d4e2ce3b1820e0f0a5c,1425.53191490,3,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
4.04554989,68719d737a53e0a35bdacbf7dac7fdc65220f2f282855a214384871762f076a4,1429.57746479,5,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2290118,d06b6510f074c50efdbe145160775206d283666096f1bee95e22552efb19cdb7,68512e39b554e475ef9edbe59ad3ff9334cc51b446c80f2d6cca553d4b183211,20cca3462f1ab472f21e1e3a9a3a3a51557430e7cf558d4e2ce3b1820e0f0a5c,1425.53191490,3,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
4.04554989,bb9976ff68226a54490e74f1bfbba63e5dec40ac273b8ac8361648f63c716ca4,1429.57746479,4,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2290118,d06b6510f074c50efdbe145160775206d283666096f1bee95e22552efb19cdb7,68512e39b554e475ef9edbe59ad3ff9334cc51b446c80f2d6cca553d4b183211,20cca3462f1ab472f21e1e3a9a3a3a51557430e7cf558d4e2ce3b1820e0f0a5c,1425.53191490,3,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h,df1qd6z5l3gtwy0l6u7frqzxz95fnhrk4e6qnvsj3h
4.04554965,ad1b4994404da5beae245ad8d211d51d50e1ebb19f9e5eac625fbb87fe4792c8,1429.57746455,6,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2290111,d855c60aaf4c05cfdc91db82e89e9439b9db48f3ae9895d1a3567d7dffba201d,ddaebe5c735dda84f08e43aac58203495f8a438accb1ee8e7bbf769d277493a2,6cc6bce4ced5823366decb18896463203ecd2ee7b816f2e6dcd64c38a5ae6c29,1425.53191490,4,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
4.04554997,89933cf1de8cd3a3e6a9486f336f3408f51b9527df8ec4222572de73dead8bc8,1429.57746487,7,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,df1qp22sv86ckuxe43eg4a0492z3zjqy8qlpcnar8e,2290111,d855c60aaf4c05cfdc91db82e89e9439b9db48f3ae9895d1a3567d7dffba201d,ddaebe5c735dda84f08e43aac58203495f8a438accb1ee8e7bbf769d277493a2,6cc6bce4ced5823366decb18896463203ecd2ee7b816f2e6dcd64c38a5ae6c29,1425.53191490,4,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy,df1qnj89lcfzxzneq7aqxcpgggwjre2nsjnc584dcy
